timeStamp,motorSPD,motorTEMP,packVOLT,packTEMP,packCURR,packCCL
2024-10-27T11:46:35.000000000Z,7276,6554,1800,1849,7517,998
2024-10-26T19:10:43.000000000Z,6338,9203,5077,2755,3271,8535
2024-10-26T23:32:06.000000000Z,4594,2252,4059,9609,2123,7491
2024-10-26T16:01:51.000000000Z,5764,3134,7984,9366,9844,970
2024-10-26T15:50:00.000000000Z,6788,7612,4506,8970,300,725
2024-10-26T19:08:59.000000000Z,9524,4315,4592,3108,3829,7043
2024-10-27T03:25:33.000000000Z,8826,4670,76,9724,4364,7027
2024-10-27T13:51:16.000000000Z,6897,127,7185,5629,9104,4620
2024-10-26T23:55:25.000000000Z,9903,9227,6360,7133,9131,3486
2024-10-27T05:41:36.000000000Z,9627,9969,5532,7729,8483,7299
2024-10-27T02:24:06.000000000Z,622,8206,6638,1409,689,9808
2024-10-27T01:23:12.000000000Z,1071,200,6826,3633,492,4953
2024-10-27T02:37:21.000000000Z,4446,6311,9806,3445,7403,4350
2024-10-27T07:04:06.000000000Z,2631,8529,1563,233,5303,5255
2024-10-26T15:38:40.000000000Z,9281,6100,5178,9544,1661,1425
2024-10-26T20:53:12.000000000Z,3688,1456,2218,4175,7857,6075
2024-10-27T04:16:11.000000000Z,7751,4672,4546,3930,2484,6790
2024-10-26T16:52:45.000000000Z,5487,5642,4623,9476,1838,2514
2024-10-26T17:37:37.000000000Z,2703,7703,1211,1549,3611,8995
2024-10-27T06:31:31.000000000Z,4639,8607,2487,2621,7112,8592
2024-10-26T22:39:54.000000000Z,8876,7752,9820,7346,7648,3600
2024-10-26T17:46:42.000000000Z,9349,798,4740,2679,121,6723
2024-10-27T00:58:06.000000000Z,1327,415,7088,4728,2817,7422
2024-10-27T10:59:05.000000000Z,1119,5237,7484,1221,2821,9041
2024-10-27T02:29:25.000000000Z,7308,524,7552,2653,1590,8461
2024-10-27T13:55:17.000000000Z,7046,3940,1514,9368,3160,6510
2024-10-27T02:42:15.000000000Z,199,9886,8642,4792,5991,9456
2024-10-27T10:16:45.000000000Z,7508,8215,6746,2848,5168,3078
2024-10-27T09:27:43.000000000Z,22,1306,3924,7303,3991,9260
2024-10-27T14:36:37.000000000Z,8061,1316,5118,3254,6715,1346
2024-10-26T17:11:35.000000000Z,1679,478,8313,6765,8493,5573
2024-10-27T13:57:01.000000000Z,9504,8949,8561,702,374,8470
2024-10-26T20:07:07.000000000Z,7175,603,2909,2850,2416,9231
2024-10-27T10:28:50.000000000Z,2689,5321,4657,4999,5312,1330
2024-10-26T20:46:49.000000000Z,1854,9944,8954,8523,4629,6138
2024-10-26T16:09:28.000000000Z,2175,8649,2709,6734,8004,7038
2024-10-27T11:29:29.000000000Z,4387,4165,112,9591,615,4930
2024-10-27T14:54:33.000000000Z,1131,7710,4658,5677,5625,8068
2024-10-27T00:54:49.000000000Z,3363,109,5993,2506,8951,4018
2024-10-27T09:11:52.000000000Z,2204,2567,9704,6284,7232,5722
2024-10-27T07:51:08.000000000Z,9758,9140,8622,909,2203,2865
2024-10-26T20:30:57.000000000Z,8663,6221,5927,3705,58,8487
2024-10-27T11:03:33.000000000Z,60,3517,7646,9179,7950,624
2024-10-27T03:58:53.000000000Z,7570,2659,5793,8860,6676,8788
2024-10-27T13:32:40.000000000Z,1995,3761,5716,2902,3557,3467
2024-10-26T19:22:31.000000000Z,7714,152,1560,5151,373,8492
2024-10-27T09:25:02.000000000Z,5895,6038,4685,4900,6434,1457
2024-10-27T14:14:25.000000000Z,9148,250,728,1863,3619,3150
2024-10-27T00:19:43.000000000Z,3480,3599,4099,6444,9847,9836
2024-10-26T15:22:43.000000000Z,3954,6408,9115,8079,5850,2867
2024-10-27T12:15:05.000000000Z,5421,2466,9238,8269,9795,6133
2024-10-27T08:52:41.000000000Z,4343,6420,9521,9822,3638,6709
2024-10-27T01:04:05.000000000Z,2313,7106,6632,7954,7180,2087
2024-10-26T18:52:37.000000000Z,6573,7969,3915,2816,4296,9013
2024-10-26T18:00:36.000000000Z,662,9168,3480,8664,3240,8529
2024-10-26T21:20:28.000000000Z,708,768,4454,1652,7506,6426
2024-10-27T03:52:21.000000000Z,9109,425,6102,7048,1731,1769
2024-10-26T21:20:14.000000000Z,5864,1374,189,1826,6083,7626
2024-10-26T16:16:55.000000000Z,4868,9224,966,6594,799,1451
2024-10-27T14:40:07.000000000Z,7006,2174,7764,92,8558,6143
2024-10-27T10:58:08.000000000Z,6837,7815,1811,3497,53,3370
2024-10-27T11:19:45.000000000Z,5252,5387,3293,6690,1380,569
2024-10-27T02:21:32.000000000Z,5456,5779,4966,7268,3272,4816
2024-10-27T09:20:21.000000000Z,7662,9899,3358,895,9635,1905
2024-10-26T19:14:19.000000000Z,9794,1154,5483,6226,4035,2725
2024-10-26T23:43:20.000000000Z,7164,1782,3075,2846,99,1646
2024-10-26T19:07:27.000000000Z,492,2108,5467,4728,6445,3283
2024-10-27T11:52:20.000000000Z,3505,3295,7570,6075,5375,1193
2024-10-27T11:58:09.000000000Z,8486,4707,6735,6807,6840,9155
2024-10-27T14:31:55.000000000Z,9090,3627,8042,2103,4945,4591
2024-10-27T12:40:47.000000000Z,1184,2370,7172,7663,7404,1175
2024-10-27T03:39:03.000000000Z,715,6967,8920,3363,7612,8682
2024-10-27T00:20:00.000000000Z,8640,6304,2678,4084,7487,3286
2024-10-26T18:19:32.000000000Z,2979,4855,9018,6007,3931,3325
2024-10-27T12:05:19.000000000Z,839,9944,6066,3457,1302,9202
2024-10-26T16:28:28.000000000Z,6994,4191,7065,8155,7548,5011
2024-10-26T20:39:33.000000000Z,9922,2050,6938,9186,2412,6138
2024-10-27T07:21:40.000000000Z,419,882,5212,9828,2349,5196
2024-10-26T20:42:04.000000000Z,7619,6332,5056,3590,187,658
2024-10-26T21:26:30.000000000Z,3832,8229,1307,9523,4900,3480
2024-10-27T06:10:18.000000000Z,4987,6446,8206,7608,5220,3842
2024-10-26T16:41:53.000000000Z,4432,4474,4365,6577,3678,5603
2024-10-27T09:46:29.000000000Z,6237,8811,6456,897,669,7758
2024-10-27T11:34:17.000000000Z,6343,9854,4209,8275,2762,3225
2024-10-27T11:00:01.000000000Z,4272,160,6211,8488,3894,168
2024-10-26T19:58:20.000000000Z,4292,5358,2344,8511,9605,489
2024-10-26T18:48:59.000000000Z,7997,3916,6309,7303,4049,5939
2024-10-26T19:44:22.000000000Z,3527,5212,3454,4524,4647,3135
2024-10-27T09:27:04.000000000Z,6965,5999,6822,5660,9317,6714
2024-10-26T19:02:33.000000000Z,5481,3431,8095,2020,9221,490
2024-10-26T20:01:42.000000000Z,6636,5715,410,4566,7807,9382
2024-10-27T09:25:38.000000000Z,8537,9672,9198,4326,4996,7822
2024-10-26T15:03:34.000000000Z,9514,1113,1139,4555,4807,7408
2024-10-27T01:15:31.000000000Z,7537,5887,2920,6428,2272,9977
2024-10-26T22:58:06.000000000Z,8414,4382,780,6301,4982,115
2024-10-26T21:33:28.000000000Z,7421,9459,9687,2920,8266,9304
2024-10-27T07:10:11.000000000Z,6046,5420,1228,7209,7865,2841
2024-10-27T11:51:25.000000000Z,6979,628,4114,1818,6187,2885
2024-10-26T17:46:00.000000000Z,5237,2161,9210,8664,2162,2094
2024-10-27T03:28:30.000000000Z,9023,885,4566,3842,9667,2386
2024-10-27T11:10:10.000000000Z,1410,2535,2942,9827,5051,4600
2024-10-27T04:13:04.000000000Z,4723,1860,8775,6765,824,6332
2024-10-26T21:23:15.000000000Z,5924,9578,2894,7225,351,5257
2024-10-26T21:44:36.000000000Z,6889,3359,5950,6522,2591,6961
2024-10-27T12:38:58.000000000Z,6103,5771,3866,581,8438,7363
2024-10-27T01:46:46.000000000Z,531,1799,3447,5443,7430,7195
2024-10-27T10:41:07.000000000Z,6288,1205,1596,6740,407,5599
2024-10-27T01:35:13.000000000Z,1545,352,6512,8576,733,3756
2024-10-27T03:23:54.000000000Z,3450,9106,5479,9848,1356,1710
2024-10-26T15:39:48.000000000Z,8113,3445,2559,3892,6642,3135
2024-10-27T11:34:42.000000000Z,4319,3678,8651,89,8610,4952
2024-10-26T22:02:04.000000000Z,1700,5993,751,9934,9928,9179
2024-10-27T05:34:02.000000000Z,9840,4099,644,9792,2937,9760
2024-10-26T21:23:23.000000000Z,1411,5756,4417,4096,9109,3175
2024-10-27T08:45:40.000000000Z,7905,4941,8036,3813,3046,5774
2024-10-27T02:55:32.000000000Z,7477,8194,7936,6247,8477,7296
2024-10-27T10:33:13.000000000Z,820,4171,3163,7333,2241,6104
2024-10-27T08:52:10.000000000Z,3920,7962,8821,2655,5903,7449
2024-10-26T15:56:42.000000000Z,2165,1875,9429,5488,6237,751
2024-10-27T09:36:32.000000000Z,6873,4738,3248,7072,8434,989
2024-10-27T04:39:54.000000000Z,833,2633,5926,3806,4453,4749
2024-10-27T10:46:06.000000000Z,4253,836,1613,2294,5796,4238
2024-10-27T09:52:59.000000000Z,80,6512,3051,4672,5181,4819
2024-10-27T14:54:06.000000000Z,3453,9871,5216,5623,7127,606
2024-10-27T00:06:13.000000000Z,3936,1197,5514,606,8637,679
2024-10-26T22:06:36.000000000Z,4680,2090,1815,6504,2893,930
2024-10-27T13:52:45.000000000Z,4791,2072,4803,3826,9164,3678
2024-10-27T09:33:57.000000000Z,5366,6322,2120,1396,869,3398
2024-10-27T02:58:53.000000000Z,613,8725,2133,6479,8948,118
2024-10-26T21:45:34.000000000Z,5587,5868,4388,6368,1767,6059
2024-10-26T21:22:07.000000000Z,927,8411,2702,4354,3971,771
2024-10-26T20:17:41.000000000Z,4269,3049,1923,8815,4495,4928
2024-10-27T07:26:44.000000000Z,1300,2996,9640,8591,9053,6236
2024-10-26T16:57:20.000000000Z,1958,6400,5952,8447,8517,6118
2024-10-27T00:53:49.000000000Z,8035,3365,5408,630,9000,9918
2024-10-27T10:35:10.000000000Z,159,5241,840,5638,8694,6387
2024-10-26T22:46:00.000000000Z,8855,2668,4119,7424,6837,1400
2024-10-26T15:24:20.000000000Z,2972,2753,20,5575,3069,509
2024-10-27T05:04:50.000000000Z,1756,1209,7918,6128,3564,807
2024-10-26T19:11:02.000000000Z,2987,7935,5074,7340,663,1163
2024-10-27T10:53:40.000000000Z,2827,3938,8381,4210,4933,9071
2024-10-27T07:48:24.000000000Z,2852,9014,5750,8209,3276,5939
2024-10-27T04:34:48.000000000Z,9563,9482,7461,1735,339,5544
2024-10-26T15:27:57.000000000Z,4146,3865,4023,9184,9659,7850
2024-10-27T04:34:21.000000000Z,8712,8935,9747,9251,328,1930
2024-10-27T09:15:08.000000000Z,7370,7201,1447,9089,4269,4098
2024-10-27T13:11:09.000000000Z,1623,7464,1998,4920,382,9751
2024-10-27T03:20:12.000000000Z,1648,6251,3571,4829,5850,7027
2024-10-27T01:47:58.000000000Z,338,1374,1234,6073,123,918
2024-10-26T17:10:49.000000000Z,7969,4337,7569,3005,9911,3913
2024-10-26T18:01:45.000000000Z,6874,980,4285,1134,3952,1781
2024-10-26T18:56:40.000000000Z,5246,7878,8195,6900,5170,5460
2024-10-27T04:00:23.000000000Z,3940,6350,5150,2450,978,9327
2024-10-27T03:04:29.000000000Z,5869,7592,4903,8369,2827,9674
2024-10-26T19:43:52.000000000Z,6664,4305,4819,7535,7261,665
2024-10-27T03:22:58.000000000Z,3204,6988,5059,6417,6586,9623
2024-10-26T23:34:47.000000000Z,6192,4058,4749,3262,4019,1701
2024-10-26T21:27:48.000000000Z,8486,5222,3753,3899,7797,8106
2024-10-27T05:51:21.000000000Z,7570,8277,1304,4034,8263,3347
2024-10-27T08:16:18.000000000Z,4798,942,4458,4868,71,5725
2024-10-26T22:52:17.000000000Z,2690,3802,5416,3618,2979,5614
2024-10-27T00:56:23.000000000Z,1995,8072,6321,1537,5238,6610
2024-10-27T04:19:30.000000000Z,2500,162,232,1442,8664,6573
2024-10-26T21:18:16.000000000Z,2072,6883,9485,1148,5458,464
2024-10-27T11:36:32.000000000Z,2651,1267,9693,2597,7389,1835
2024-10-27T12:12:32.000000000Z,9723,1170,1924,2007,1420,9593
2024-10-26T23:12:01.000000000Z,2821,4267,9243,2486,9370,6975
2024-10-27T04:30:27.000000000Z,6538,406,3394,9494,7719,9662
2024-10-27T05:52:01.000000000Z,7160,42,7753,6165,74,9054
2024-10-27T11:43:01.000000000Z,5274,7123,9397,2617,6607,646
2024-10-26T16:23:35.000000000Z,2016,1790,6911,1944,9851,8134
2024-10-27T07:02:00.000000000Z,3906,1384,5069,4214,7556,8722
2024-10-27T02:57:26.000000000Z,1648,3418,108,354,4042,3245
2024-10-27T13:57:08.000000000Z,2876,4722,417,1995,2346,9786
2024-10-26T19:04:11.000000000Z,7930,6787,7794,9450,6906,8426
2024-10-26T20:50:12.000000000Z,587,3028,7851,4042,466,6743
2024-10-27T09:50:46.000000000Z,8961,9729,5472,4948,879,1696
2024-10-26T15:26:18.000000000Z,8512,9085,4287,3872,990,6744
2024-10-27T02:27:24.000000000Z,5919,829,1243,3882,5777,4781
2024-10-27T01:18:27.000000000Z,7852,7621,2941,2155,7810,5943
2024-10-27T12:46:30.000000000Z,6133,4276,3959,7021,8535,1019
2024-10-26T17:42:39.000000000Z,6151,4180,5016,8842,9267,4408
2024-10-27T05:28:08.000000000Z,2650,1064,3800,6452,8271,2233
2024-10-27T11:45:33.000000000Z,4697,630,9399,4774,7746,8897
2024-10-26T18:26:03.000000000Z,4510,1177,3833,1458,6371,2042
2024-10-27T11:09:53.000000000Z,449,3948,2927,5203,558,9970
2024-10-26T23:41:03.000000000Z,1883,7715,2264,8767,5822,9311
2024-10-27T12:18:04.000000000Z,8591,8048,8659,6045,4909,6916
2024-10-27T12:13:22.000000000Z,9457,7573,7882,2813,627,4622
2024-10-26T19:46:20.000000000Z,6178,7598,1711,486,7755,2014
2024-10-27T09:13:42.000000000Z,6694,1864,7772,2175,8592,6293
2024-10-26T20:16:23.000000000Z,2001,2174,326,9480,2271,1253
2024-10-26T21:51:23.000000000Z,6746,3069,8188,2812,9859,9895
2024-10-26T16:31:19.000000000Z,2310,4926,1545,6817,8332,9088
2024-10-27T04:57:04.000000000Z,4086,7999,4459,4986,1396,2199
2024-10-26T17:58:06.000000000Z,607,4901,6129,7544,6391,5363
2024-10-27T10:20:20.000000000Z,9644,9442,6584,8932,1166,1232
2024-10-26T23:10:23.000000000Z,1733,4902,7349,1688,6134,705
2024-10-27T06:36:56.000000000Z,1184,1755,4083,1635,4384,6090
2024-10-26T16:02:24.000000000Z,8093,383,5086,1911,4384,2161
2024-10-26T22:12:10.000000000Z,3456,7779,6362,4468,8983,3792
2024-10-27T02:42:02.000000000Z,1110,6087,3530,565,3474,2729
2024-10-27T12:33:37.000000000Z,8284,7958,6160,4701,3882,1176
2024-10-27T07:53:41.000000000Z,5258,290,2126,4814,7355,892
2024-10-26T23:30:23.000000000Z,6935,8341,8032,692,3874,1293
2024-10-26T18:00:28.000000000Z,2400,4506,2053,1283,4155,6853
2024-10-27T09:16:20.000000000Z,4514,4642,9559,5984,3516,7655
2024-10-26T22:08:58.000000000Z,5748,7702,4267,6294,1833,7613
2024-10-27T04:10:28.000000000Z,686,5320,9188,145,296,7427
2024-10-27T09:57:49.000000000Z,2597,5534,8835,5647,2284,3213
2024-10-27T09:45:40.000000000Z,2042,9964,1491,2116,4021,1107
2024-10-27T10:07:19.000000000Z,6346,8925,1858,8835,2377,332
2024-10-26T20:06:43.000000000Z,8164,4806,9259,4766,5240,5661
2024-10-26T17:06:33.000000000Z,6500,7421,2293,5229,4982,2324
2024-10-26T20:51:58.000000000Z,544,6481,1352,8887,4105,9011
2024-10-26T20:01:44.000000000Z,129,3514,1616,8187,3220,3725
2024-10-27T04:30:10.000000000Z,4725,8981,982,9138,1810,277
2024-10-27T13:41:07.000000000Z,8266,2175,8044,2897,6147,9842
2024-10-27T10:18:49.000000000Z,5208,5996,7453,9561,2228,6197
2024-10-27T00:41:05.000000000Z,7590,8789,1285,3125,6733,563
2024-10-27T01:16:43.000000000Z,6447,2677,9008,4318,5136,6544
2024-10-26T21:28:49.000000000Z,5468,2481,7023,1791,9346,8942
2024-10-27T06:13:10.000000000Z,6816,3169,3168,1498,2571,5123
2024-10-26T17:03:52.000000000Z,2077,5121,6362,9980,1979,7836
2024-10-27T01:43:19.000000000Z,1445,9086,1767,3544,2854,1932
2024-10-26T19:27:16.000000000Z,4632,979,6328,2216,1573,5065
2024-10-26T22:02:19.000000000Z,7692,2729,7614,6993,37,7006
2024-10-27T13:14:51.000000000Z,9923,3831,3772,2431,7807,425
2024-10-27T08:50:55.000000000Z,493,2303,8135,7607,422,3052
2024-10-27T09:41:50.000000000Z,9553,1119,8730,4373,373,6010
2024-10-26T22:19:15.000000000Z,4456,4198,8379,3016,9628,3490
2024-10-27T09:03:47.000000000Z,556,7676,7627,2724,6247,5715
2024-10-26T16:36:47.000000000Z,6531,8814,4919,3869,9411,2396
2024-10-26T15:07:15.000000000Z,3306,6934,3280,4886,7826,1816
2024-10-27T09:35:46.000000000Z,8231,5726,6703,6821,7963,560
2024-10-26T15:28:43.000000000Z,3460,3160,2100,1737,3202,9104
